model-1601899771,1601899775.542,21,1.0,0.0004,0.71,0.1779
model-1601899771,1601899775.559,21,1.0,0.0005,0.71,0.1748
model-1601899771,1601899775.575,21,1.0,0.0004,0.71,0.172
model-1601899771,1601899775.593,21,1.0,0.0005,0.71,0.17
model-1601899771,1601899775.61,21,1.0,0.0006,0.71,0.1687
model-1601899771,1601899775.626,21,1.0,0.0017,0.71,0.1687
model-1601899771,1601899775.642,21,1.0,0.0005,0.71,0.1688
model-1601899771,1601899775.659,21,1.0,0.0002,0.71,0.169
model-1601899771,1601899775.679,22,1.0,0.0003,0.71,0.169
model-1601899771,1601899775.695,22,1.0,0.0012,0.71,0.1695
model-1601899771,1601899775.712,22,1.0,0.0018,0.71,0.1698
model-1601899771,1601899775.728,22,1.0,0.0004,0.71,0.1702
model-1601899771,1601899775.745,22,1.0,0.0006,0.71,0.1707
model-1601899771,1601899775.761,22,1.0,0.0003,0.71,0.1712
model-1601899771,1601899775.779,22,1.0,0.0004,0.71,0.1719
model-1601899771,1601899775.796,22,1.0,0.0004,0.71,0.1728
model-1601899771,1601899775.812,22,1.0,0.001,0.71,0.1743
model-1601899771,1601899775.828,22,1.0,0.0004,0.71,0.1757
model-1601899771,1601899775.844,22,1.0,0.0002,0.71,0.1771
model-1601899771,1601899775.865,23,1.0,0.0004,0.71,0.1782
model-1601899771,1601899775.885,23,1.0,0.0005,0.71,0.1794
model-1601899771,1601899775.904,23,1.0,0.0007,0.71,0.1805
model-1601899771,1601899775.921,23,1.0,0.0001,0.71,0.1816
model-1601899771,1601899775.94,23,1.0,0.0003,0.71,0.1826
model-1601899771,1601899775.958,23,1.0,0.0002,0.71,0.1836
model-1601899771,1601899775.977,23,1.0,0.0002,0.71,0.1847
model-1601899771,1601899775.997,23,1.0,0.0003,0.71,0.1856
model-1601899771,1601899776.019,23,1.0,0.0003,0.71,0.1868
model-1601899771,1601899776.04,23,1.0,0.0002,0.71,0.1879
model-1601899771,1601899776.06,23,1.0,0.0001,0.71,0.1891
model-1601899771,1601899776.091,24,1.0,0.0006,0.71,0.1893
model-1601899771,1601899776.115,24,1.0,0.0004,0.71,0.1894
model-1601899771,1601899776.143,24,1.0,0.0004,0.71,0.1895
model-1601899771,1601899776.174,24,1.0,0.0001,0.71,0.1897
model-1601899771,1601899776.204,24,1.0,0.0003,0.71,0.1897
model-1601899771,1601899776.227,24,1.0,0.0002,0.71,0.1898
model-1601899771,1601899776.251,24,1.0,0.0001,0.71,0.1898
model-1601899771,1601899776.27,24,1.0,0.0002,0.71,0.1899
model-1601899771,1601899776.287,24,1.0,0.0002,0.71,0.1902
model-1601899771,1601899776.304,24,1.0,0.0002,0.71,0.1905
model-1601899771,1601899776.321,24,1.0,0.0001,0.71,0.1907
model-1601899771,1601899776.345,25,1.0,0.0005,0.71,0.1904
model-1601899771,1601899776.364,25,1.0,0.0003,0.71,0.1901
model-1601899771,1601899776.381,25,1.0,0.0003,0.71,0.1898
model-1601899771,1601899776.398,25,1.0,0.0001,0.71,0.1895
model-1601899771,1601899776.415,25,1.0,0.0002,0.71,0.1893
model-1601899771,1601899776.431,25,1.0,0.0001,0.71,0.1891
model-1601899771,1601899776.448,25,1.0,0.0001,0.71,0.1889
model-1601899771,1601899776.465,25,1.0,0.0002,0.71,0.1888
model-1601899771,1601899776.481,25,1.0,0.0002,0.71,0.189
model-1601899771,1601899776.497,25,1.0,0.0001,0.71,0.1891
model-1601899771,1601899776.514,25,1.0,0.0001,0.71,0.1893
model-1601899771,1601899776.535,26,1.0,0.0003,0.71,0.1892
model-1601899771,1601899776.553,26,1.0,0.0002,0.71,0.189
model-1601899771,1601899776.57,26,1.0,0.0003,0.71,0.1889
model-1601899771,1601899776.588,26,1.0,0.0001,0.71,0.1889
model-1601899771,1601899776.607,26,1.0,0.0002,0.71,0.1888
model-1601899771,1601899776.627,26,1.0,0.0001,0.71,0.1888
model-1601899771,1601899776.649,26,1.0,0.0001,0.71,0.1888
model-1601899771,1601899776.672,26,1.0,0.0001,0.71,0.1889
model-1601899771,1601899776.698,26,1.0,0.0002,0.71,0.1892
model-1601899771,1601899776.719,26,1.0,0.0001,0.71,0.1895
model-1601899771,1601899776.74,26,1.0,0.0001,0.71,0.1898
model-1601899771,1601899776.766,27,1.0,0.0002,0.71,0.1899
model-1601899771,1601899776.782,27,1.0,0.0002,0.71,0.1899
model-1601899771,1601899776.799,27,1.0,0.0002,0.71,0.1899
model-1601899771,1601899776.815,27,1.0,0.0,0.71,0.1901
model-1601899771,1601899776.831,27,1.0,0.0001,0.71,0.1901
model-1601899771,1601899776.848,27,1.0,0.0001,0.71,0.1902
model-1601899771,1601899776.865,27,1.0,0.0001,0.71,0.1904
model-1601899771,1601899776.882,27,1.0,0.0001,0.71,0.1906
model-1601899771,1601899776.898,27,1.0,0.0002,0.71,0.1909
model-1601899771,1601899776.915,27,1.0,0.0001,0.71,0.1914
model-1601899771,1601899776.931,27,1.0,0.0001,0.71,0.1918
model-1601899771,1601899776.952,28,1.0,0.0002,0.71,0.1918
model-1601899771,1601899776.969,28,1.0,0.0002,0.71,0.1919
model-1601899771,1601899776.986,28,1.0,0.0002,0.71,0.192
model-1601899771,1601899777.002,28,1.0,0.0,0.71,0.1922
model-1601899771,1601899777.019,28,1.0,0.0001,0.71,0.1924
model-1601899771,1601899777.035,28,1.0,0.0001,0.71,0.1925
model-1601899771,1601899777.053,28,1.0,0.0001,0.71,0.1927
model-1601899771,1601899777.07,28,1.0,0.0001,0.71,0.1929
model-1601899771,1601899777.087,28,1.0,0.0001,0.71,0.1932
model-1601899771,1601899777.104,28,1.0,0.0001,0.71,0.1936
model-1601899771,1601899777.122,28,1.0,0.0001,0.71,0.194
model-1601899771,1601899777.142,29,1.0,0.0002,0.71,0.1941
model-1601899771,1601899777.159,29,1.0,0.0002,0.71,0.1941
model-1601899771,1601899777.176,29,1.0,0.0002,0.71,0.1942
model-1601899771,1601899777.195,29,1.0,0.0,0.71,0.1943
model-1601899771,1601899777.215,29,1.0,0.0001,0.71,0.1944
model-1601899771,1601899777.232,29,1.0,0.0001,0.71,0.1945
model-1601899771,1601899777.253,29,1.0,0.0001,0.71,0.1947
model-1601899771,1601899777.272,29,1.0,0.0001,0.71,0.1948
model-1601899771,1601899777.289,29,1.0,0.0001,0.71,0.1951
model-1601899771,1601899777.306,29,1.0,0.0001,0.71,0.1955
model-1601899771,1601899777.323,29,1.0,0.0,0.71,0.1958
model-1601901109,1601901109.05,0,0.43,0.2514,0.64,0.2352
model-1601901109,1601901109.068,0,0.57,0.2378,0.64,0.2239
model-1601901109,1601901109.085,0,0.57,0.2606,0.64,0.2252
model-1601901109,1601901109.101,0,0.43,0.2708,0.36,0.2588
model-1601901109,1601901109.118,0,0.5,0.25,0.43,0.2606
model-1601901109,1601901109.135,0,0.36,0.2659,0.43,0.2566
model-1601901109,1601901109.154,0,0.43,0.256,0.36,0.2553
model-1601901109,1601901109.171,0,0.57,0.2477,0.36,0.2535
model-1601901109,1601901109.188,0,0.5,0.2497,0.36,0.2527
model-1601901109,1601901109.205,0,0.71,0.2452,0.36,0.2549
model-1601901109,1601901109.223,0,0.64,0.2446,0.36,0.259
model-1601901109,1601901109.243,1,0.43,0.2546,0.43,0.2554
model-1601901109,1601901109.261,1,0.43,0.2563,0.43,0.2544
model-1601901109,1601901109.278,1,0.43,0.2537,0.43,0.2531
model-1601901109,1601901109.294,1,0.57,0.2448,0.36,0.256
model-1601901109,1601901109.311,1,0.5,0.2487,0.36,0.2556
model-1601901109,1601901109.328,1,0.36,0.2578,0.43,0.2511
model-1601901109,1601901109.347,1,0.43,0.2501,0.36,0.2526
model-1601901109,1601901109.366,1,0.57,0.2445,0.43,0.2497
model-1601901109,1601901109.392,1,0.5,0.2469,0.36,0.2522
model-1601901109,1601901109.416,1,0.71,0.2394,0.36,0.2543
model-1601901109,1601901109.44,1,0.64,0.2388,0.36,0.2622
model-1601901109,1601901109.467,2,0.43,0.2559,0.36,0.2645
model-1601901109,1601901109.488,2,0.43,0.2589,0.36,0.2606
model-1601901109,1601901109.506,2,0.43,0.2512,0.36,0.2568
model-1601901109,1601901109.523,2,0.57,0.234,0.36,0.2545
model-1601901109,1601901109.54,2,0.5,0.2436,0.43,0.2461
model-1601901109,1601901109.556,2,0.36,0.2569,0.43,0.248
model-1601901109,1601901109.574,2,0.43,0.2407,0.57,0.2452
model-1601901109,1601901109.589,2,0.64,0.2323,0.71,0.24
model-1601901109,1601901109.606,2,0.71,0.2346,0.64,0.2399
model-1601901109,1601901109.622,2,0.71,0.2259,0.5,0.2465
model-1601901109,1601901109.639,2,0.64,0.2246,0.36,0.2795
model-1601901109,1601901109.66,3,0.43,0.2759,0.43,0.2532
model-1601901109,1601901109.676,3,0.43,0.2641,0.64,0.244
model-1601901109,1601901109.693,3,0.57,0.2359,0.79,0.2327
model-1601901109,1601901109.71,3,0.86,0.2112,0.79,0.2304
model-1601901109,1601901109.727,3,0.64,0.2277,0.79,0.2272
model-1601901109,1601901109.744,3,0.64,0.2324,0.79,0.2246
model-1601901109,1601901109.762,3,0.79,0.2135,0.71,0.2238
model-1601901109,1601901109.778,3,0.79,0.2159,0.79,0.2135
model-1601901109,1601901109.795,3,0.79,0.2031,0.71,0.2104
model-1601901109,1601901109.811,3,0.71,0.2161,0.64,0.2301
model-1601901109,1601901109.828,3,0.71,0.2108,0.43,0.281
model-1601901109,1601901109.851,4,0.43,0.3323,0.43,0.2705
model-1601901109,1601901109.869,4,0.43,0.3021,0.57,0.25
model-1601901109,1601901109.885,4,0.57,0.24,0.79,0.2053
model-1601901109,1601901109.902,4,0.86,0.1597,0.79,0.196
model-1601901109,1601901109.918,4,0.64,0.205,0.79,0.1826
model-1601901109,1601901109.935,4,0.71,0.1957,0.64,0.1838
model-1601901109,1601901109.952,4,0.71,0.1731,0.64,0.1818
model-1601901109,1601901109.968,4,0.79,0.21,0.79,0.1801
model-1601901109,1601901109.984,4,0.71,0.1867,0.79,0.1806
model-1601901109,1601901110.001,4,0.64,0.2536,0.71,0.1849
model-1601901109,1601901110.019,4,0.57,0.2305,0.71,0.2112
model-1601901109,1601901110.044,5,0.57,0.2551,0.64,0.2285
model-1601901109,1601901110.064,5,0.36,0.2585,0.57,0.2339
model-1601901109,1601901110.081,5,0.57,0.2434,0.57,0.2326
model-1601901109,1601901110.097,5,0.64,0.1766,0.57,0.2348
model-1601901109,1601901110.113,5,0.57,0.2383,0.64,0.2275
model-1601901109,1601901110.13,5,0.43,0.252,0.64,0.2256
model-1601901109,1601901110.148,5,0.71,0.2134,0.86,0.2196
model-1601901109,1601901110.164,5,0.79,0.1929,0.71,0.2136
model-1601901109,1601901110.181,5,0.64,0.1998,0.79,0.2112
model-1601901109,1601901110.198,5,0.71,0.2303,0.79,0.2093
model-1601901109,1601901110.216,5,0.57,0.2321,0.79,0.2038
model-1601901109,1601901110.237,6,0.57,0.2302,0.79,0.2068
model-1601901109,1601901110.254,6,0.79,0.2097,0.79,0.1992
model-1601901109,1601901110.27,6,0.86,0.1806,0.79,0.1958
model-1601901109,1601901110.287,6,0.86,0.1783,0.79,0.1938
model-1601901109,1601901110.303,6,0.71,0.2006,0.79,0.1933
model-1601901109,1601901110.32,6,0.86,0.1706,0.79,0.182
model-1601901109,1601901110.336,6,0.79,0.1594,0.79,0.1747
model-1601901109,1601901110.353,6,0.79,0.1523,0.79,0.1744
model-1601901109,1601901110.369,6,0.79,0.1499,0.79,0.1711
model-1601901109,1601901110.386,6,0.71,0.2234,0.79,0.1725
model-1601901109,1601901110.402,6,0.5,0.2174,0.79,0.1843
model-1601901109,1601901110.423,7,0.57,0.3127,0.79,0.2044
model-1601901109,1601901110.44,7,0.57,0.2839,0.79,0.2049
model-1601901109,1601901110.457,7,0.57,0.238,0.79,0.1831
model-1601901109,1601901110.474,7,0.86,0.1086,0.71,0.1736
model-1601901109,1601901110.49,7,0.71,0.1958,0.79,0.1792
model-1601901109,1601901110.507,7,0.86,0.1317,0.79,0.185
model-1601901109,1601901110.524,7,0.79,0.1384,0.71,0.1807
